Ubigeo;Distrito;Provincia;Departamento;Poblacion;Superficie;Y;X
110203;Andamarca;Concepcion;Junin;4536;694.9;-11.7319;-74.8058
110204;Comas;Concepcion;Junin;6073;825.29;-11.7183;-75.0839
110205;Cochas;Concepcion;Junin;1757;165.05;-11.6597;-75.1033
110206;Chambara;Concepcion;Junin;2882;113.21;-12.0286;-75.3783
110207;Heroinas Toledo;Concepcion;Junin;1193;25.83;-11.8353;-75.2911
110208;Manzanares;Concepcion;Junin;1391;20.58;-12.0217;-75.3489
110209;Mariscal Castilla;Concepcion;Junin;1652;743.84;-11.6158;-75.0942
110210;Matahuasi;Concepcion;Junin;5171;24.74;-11.8917;-75.3539
110211;Mito;Concepcion;Junin;1369;25.21;-11.9375;-75.3417
110212;Nueve de Julio;Concepcion;Junin;1485;7.28;-11.9019;-75.3217
110213;Orcotuna;Concepcion;Junin;4168;44.61;-11.9681;-75.3131
110214;Santa Rosa de Ocopa;Concepcion;Junin;2030;13.91;-11.8769;-75.2944
110215;San Jose de Quero;Concepcion;Junin;6106;314.8;-12.0856;-75.5383
110301;Jauja;Jauja;Junin;14536;10.1;-11.7761;-75.4992
110302;Acolla;Jauja;Junin;7215;122.4;-11.7317;-75.5489
110303;Apata;Jauja;Junin;4084;421.62;-11.8558;-75.3569
110304;Ataura;Jauja;Junin;1155;5.9;-11.8022;-75.4411
110305;Canchayllo;Jauja;Junin;1658;974.69;-11.8011;-75.72
110306;El Mantaro;Jauja;Junin;2562;17.76;-11.8222;-75.3942
110307;Huamali;Jauja;Junin;1809;20.19;-11.8083;-75.4269
110308;Huaripampa;Jauja;Junin;836;14.19;-11.8086;-75.4739
110309;Huertas;Jauja;Junin;1644;11.82;-11.7686;-75.4769
110310;Janjaillo;Jauja;Junin;681;31.57;-11.7658;-75.6275
110311;Julcan;Jauja;Junin;671;24.78;-11.7608;-75.4392
110312;Leonor Ordoñez;Jauja;Junin;1480;20.34;-11.8633;-75.4169
110313;Llocllapampa;Jauja;Junin;1001;110.6;-11.8189;-75.6261
110314;Marco;Jauja;Junin;1590;28.8;-11.7419;-75.5639
110315;Masma;Jauja;Junin;2065;14.26;-11.7867;-75.4289
110316;Molinos;Jauja;Junin;1522;312.17;-11.7378;-75.4467
110317;Monobamba;Jauja;Junin;1055;295.83;-11.3606;-75.3278
110318;Muqui;Jauja;Junin;960;11.74;-11.8342;-75.4369
110319;Muquiyauyo;Jauja;Junin;2210;19.86;-11.8147;-75.4581
110320;Paca;Jauja;Junin;988;34.22;-11.7117;-75.5189
110321;Paccha;Jauja;Junin;1805;90.86;-11.8553;-75.5111
110322;Pancan;Jauja;Junin;1280;10.89;-11.7503;-75.4883
110323;Parco;Jauja;Junin;1152;32.82;-11.8022;-75.5469
110324;Pomacancha;Jauja;Junin;1975;281.61;-11.7381;-75.6264
110325;Ricran;Jauja;Junin;1567;319.95;-11.5411;-75.5289
110326;San Lorenzo;Jauja;Junin;2509;22.15;-11.8472;-75.3842
110327;San Pedro de Chunan;Jauja;Junin;839;8.44;-11.7247;-75.4894
110328;Sincos;Jauja;Junin;4912;236.74;-11.8917;-75.3903
110329;Tunan Marca;Jauja;Junin;1165;30.07;-11.7269;-75.5731
110330;Yauli;Jauja;Junin;1304;93.15;-11.7117;-75.4725
110331;Curicaca;Jauja;Junin;1645;64.68;-11.7842;-75.6781
110332;Masma Chicche;Jauja;Junin;757;29.86;-11.7864;-75.38
110333;Sausa;Jauja;Junin;3081;4.5;-11.7939;-75.4872
110334;Yauyos;Jauja;Junin;9360;20.54;-11.7822;-75.4989
110401;Junin;Junin;Junin;9492;883.8;-11.1597;-75.9956
110402;Carhuamayo;Junin;Junin;7768;219.68;-10.9233;-76.0569
110403;Ondores;Junin;Junin;1828;254.46;-11.0878;-76.1486
110404;Ulcumayo;Junin;Junin;5783;1129.37;-10.9689;-75.8778
110501;Tarma;Tarma;Junin;46130;459.95;-11.4206;-75.6908
110502;Acobamba;Tarma;Junin;13586;97.84;-11.3528;-75.6592
110503;Huaricolca;Tarma;Junin;3251;162.31;-11.5089;-75.6514
110504;Huasahuasi;Tarma;Junin;15398;652.15;-11.2667;-75.6522
110505;La Union;Tarma;Junin;3124;140.4;-11.3756;-75.7547
110506;Palca;Tarma;Junin;5585;378.08;-11.3469;-75.5681
110507;Palcamayo;Tarma;Junin;9573;169.24;-11.2956;-75.7731
110508;San Pedro de Cajas;Tarma;Junin;5669;537.31;-11.2503;-75.8647
110509;Tapo;Tarma;Junin;6073;151.88;-11.3903;-75.5636
110601;La Oroya;Yauli;Junin;12577;388.42;-11.5206;-75.9014
110602;Chacapalpa;Yauli;Junin;704;183.06;-11.7328;-75.7556
110603;Huay-Huay;Yauli;Junin;1474;179.94;-11.7219;-75.9042
110604;Marcapomacocha;Yauli;Junin;1297;888.56;-11.4056;-76.3364
110605;Morococha;Yauli;Junin;4262;265.67;-11.5972;-76.14
110606;Paccha;Yauli;Junin;1649;323.69;-11.4794;-75.9669
110607;Santa Barbara de Carhuacayan;Yauli;Junin;2374;646.29;-11.2008;-76.2883
110608;Suitucancha;Yauli;Junin;1014;216.47;-11.7875;-75.9358
110609;Yauli;Yauli;Junin;5113;424.16;-11.6672;-76.0883
110610;Santa Rosa de Sacco;Yauli;Junin;10413;101.09;-11.5617;-75.95
110701;Satipo;Satipo;Junin;43554;732.02;-11.2531;-74.6372
110702;Coviriali;Satipo;Junin;6332;145.13;-11.2906;-74.6283
110703;Llaylla;Satipo;Junin;6417;180.39;-11.3808;-74.5906
110704;Mazamari;Satipo;Junin;65014;2219.63;-11.4056;-74.7519
110705;Pampa Hermosa;Satipo;Junin;10899;566.82;-11.4056;-74.7519
110706;Pangoa;Satipo;Junin;60587;3679.4;-11.2086;-74.6597
110707;Rio Negro;Satipo;Junin;29250;714.98;-11.1469;-74.31
110708;Rio Tambo;Satipo;Junin;61259;10349.9;-11.2531;-74.6372
110801;Chanchamayo;Chanchamayo;Junin;24866;919.72;-11.0558;-75.3292
110802;San Ramon;Chanchamayo;Junin;27630;591.67;-11.1214;-75.3528
110803;Vitoc;Chanchamayo;Junin;1734;313.85;-11.2083;-75.3372
110804;San Luis de Shuaro;Chanchamayo;Junin;7395;212.49;-10.8894;-75.2911
110805;Pichanaqui;Chanchamayo;Junin;71598;1496.59;-10.9303;-74.8728
110806;Perene;Chanchamayo;Junin;77635;1191.16;-10.9522;-75.2244
110901;Chupaca;Chupaca;Junin;22407;21.7;-12.0625;-75.2897
110902;Ahuac;Chupaca;Junin;5932;70.44;-12.0789;-75.3197
110903;Chongos Bajo;Chupaca;Junin;4006;100.95;-12.1361;-75.2681
110904;Huachac;Chupaca;Junin;4027;22.01;-12.0225;-75.3436
110905;Huamancaca Chico;Chupaca;Junin;6126;9.4;-12.0797;-75.245
110906;San Juan de Yscos;Chupaca;Junin;2123;24.7;-12.1014;-75.2922
110907;San Juan de Jarpa;Chupaca;Junin;3597;137.02;-12.1239;-75.44
110908;Tres de Diciembre;Chupaca;Junin;2111;14.66;-12.1108;-75.2547
110909;Yanacancha;Chupaca;Junin;3547;743.4;-12.2008;-75.3864
120101;Trujillo;Trujillo;La Libertad;329127;39.36;-8.1094;-79.0333
120102;Huanchaco;Trujillo;La Libertad;72237;332.14;-8.0814;-79.1214
120103;Laredo;Trujillo;La Libertad;36353;335.44;-8.0911;-78.9611
120104;Moche;Trujillo;La Libertad;35945;25.25;-8.1722;-79.0111
120105;Salaverry;Trujillo;La Libertad;19095;295.88;-8.2231;-78.9781
120106;Simbal;Trujillo;La Libertad;4433;390.55;-7.9767;-78.8147
120107;Victor Larco Herrera;Trujillo;La Libertad;66607;18.02;-8.1439;-79.0558
120109;Poroto;Trujillo;La Libertad;3127;276.01;-8.0114;-78.7697
120110;El Porvenir;Trujillo;La Libertad;196333;36.7;-8.0819;-79.0025
120111;La Esperanza;Trujillo;La Libertad;190881;15.55;-8.0781;-79.0453
120112;Florencia de Mora;Trujillo;La Libertad;42978;1.99;-8.0808;-79.0236
120201;Bolivar;Bolivar;La Libertad;4921;740.58;-7.1547;-77.7044
120202;Bambamarca;Bolivar;La Libertad;3992;165.2;-7.4414;-77.6947
120203;Condormarca;Bolivar;La Libertad;2047;331.26;-7.5556;-77.5981
120204;Longotea;Bolivar;La Libertad;2242;192.88;-7.0428;-77.8744
120205;Ucuncha;Bolivar;La Libertad;787;98.41;-7.1656;-77.8617
120206;Uchumarca;Bolivar;La Libertad;2762;190.53;-7.0481;-77.8078
120301;Huamachuco;Sanchez Carrion;La Libertad;65142;424.13;-7.8153;-78.0525
120302;Cochorco;Sanchez Carrion;La Libertad;9588;258.04;-7.8058;-77.72
120303;Curgos;Sanchez Carrion;La Libertad;8712;99.5;-7.8592;-77.9431
120304;Chugay;Sanchez Carrion;La Libertad;19316;416.31;-7.7825;-77.8694
120305;Marcabal;Sanchez Carrion;La Libertad;17296;229.57;-7.7053;-78.0306
120306;Sanagoran;Sanchez Carrion;La Libertad;15424;324.38;-7.7856;-78.1411
120307;Sarin;Sanchez Carrion;La Libertad;10241;340.08;-7.9122;-77.9044
120308;Sartimbamba;Sanchez Carrion;La Libertad;14090;394.37;-7.6994;-77.7411
120401;Otuzco;Otuzco;La Libertad;28048;444.13;-7.9022;-78.5669
120402;Agallpampa;Otuzco;La Libertad;9997;258.56;-7.9853;-78.5481
120403;Charat;Otuzco;La Libertad;2814;68.89;-7.8247;-78.4506
120404;Huaranchal;Otuzco;La Libertad;5138;149.65;-7.6908;-78.4444
120405;La Cuesta;Otuzco;La Libertad;690;39.25;-7.9189;-78.7081
120408;Paranday;Otuzco;La Libertad;746;21.46;-7.8847;-78.7119
120409;Salpo;Otuzco;La Libertad;6142;192.74;-8.0053;-78.6064
120410;Sinsicap;Otuzco;La Libertad;8808;452.95;-7.8517;-78.7561
120411;Usquil;Otuzco;La Libertad;27986;445.82;-7.8156;-78.4192
120413;Mache;Otuzco;La Libertad;3129;37.32;-8.0303;-78.5367
120501;San Pedro de Lloc;Pacasmayo;La Libertad;17017;697.01;-7.4278;-79.5036
120503;Guadalupe;Pacasmayo;La Libertad;45031;165.37;-7.2428;-79.4717
120504;Jequetepeque;Pacasmayo;La Libertad;3997;50.98;-7.3369;-79.5628
120506;Pacasmayo;Pacasmayo;La Libertad;28458;30.84;-7.4006;-79.5686
120508;San Jose;Pacasmayo;La Libertad;12790;181.06;-7.3494;-79.4569
120601;Tayabamba;Pataz;La Libertad;15100;339.13;-8.2769;-77.2986
120602;Buldibuyo;Pataz;La Libertad;3823;227.39;-8.1281;-77.3981
120603;Chillia;Pataz;La Libertad;14060;300.04;-8.1258;-77.5169
120604;Huaylillas;Pataz;La Libertad;3691;89.73;-8.1867;-77.3447
120605;Huancaspata;Pataz;La Libertad;6532;247.48;-8.4575;-77.3011
120606;Huayo;Pataz;La Libertad;4527;124.63;-8.0053;-77.5936
120607;Ongon;Pataz;La Libertad;1817;1394.89;-8.1689;-76.9664
120608;Parcoy;Pataz;La Libertad;22442;304.99;-8.035;-77.4817
120609;Pataz;Pataz;La Libertad;9408;467.44;-7.7856;-77.5942
120610;Pias;Pataz;La Libertad;1293;371.67;-7.8728;-77.5494
120611;Taurija;Pataz;La Libertad;3067;130.09;-8.3083;-77.425
120612;Urpay;Pataz;La Libertad;2809;99.61;-8.3478;-77.3917
120613;Santiago de Challas;Pataz;La Libertad;2520;129.44;-8.4389;-77.3239
120701;Santiago de Chuco;Santiago de Chuco;La Libertad;20781;1073.63;-8.1456;-78.1753
120702;Cachicadan;Santiago de Chuco;La Libertad;8320;266.5;-8.0917;-78.1467
120703;Mollebamba;Santiago de Chuco;La Libertad;2411;69.69;-8.1706;-77.9764
120704;Mollepata;Santiago de Chuco;La Libertad;2682;71.2;-8.1908;-77.9558
120705;Quiruvilca;Santiago de Chuco;La Libertad;14549;549.14;-8.0025;-78.3108
120706;Santa Cruz de Chuca;Santiago de Chuco;La Libertad;3222;165.12;-8.1194;-78.1411
120707;Sitabamba;Santiago de Chuco;La Libertad;3367;310.23;-8.0231;-77.7314
120708;Angasmarca;Santiago de Chuco;La Libertad;7592;153.45;-8.1331;-78.0547
120801;Ascope;Ascope;La Libertad;6676;290.18;-7.7131;-79.1156
120802;Chicama;Ascope;La Libertad;15796;870.58;-7.8442;-79.1461
120803;Chocope;Ascope;La Libertad;9342;95.73;-7.7914;-79.2225
120804;Santiago de Cao;Ascope;La Libertad;19896;154.55;-7.9608;-79.2392
120805;Magdalena de Cao;Ascope;La Libertad;3347;163.01;-7.8767;-79.2947
120806;Paijan;Ascope;La Libertad;26433;79.69;-7.7319;-79.3019
120807;Razuri;Ascope;La Libertad;9358;317.3;-7.7025;-79.4406
120808;Casa Grande;Ascope;La Libertad;31875;687.6;-7.7442;-79.1869
120901;Chepen;Chepen;La Libertad;49927;287.34;-7.2267;-79.4292
120902;Pacanga;Chepen;La Libertad;24913;583.93;-7.1731;-79.4867
120903;Pueblo Nuevo;Chepen;La Libertad;15458;271.16;-7.1883;-79.5142
121001;Julcan;Julcan;La Libertad;11630;208.49;-8.0439;-78.4881
121002;Carabamba;Julcan;La Libertad;6418;254.28;-8.1108;-78.6092
121003;Calamarca;Julcan;La Libertad;5604;207.57;-8.1644;-78.4153
121004;Huaso;Julcan;La Libertad;7304;431.05;-8.2233;-78.4158
121101;Cascas;Gran Chimu;La Libertad;14386;465.67;-7.4803;-78.8167
121102;Lucma;Gran Chimu;La Libertad;7210;280.38;-7.6406;-78.5511
121103;Marmot;Gran Chimu;La Libertad;2054;300.25;-7.6981;-78.6256
121104;Sayapullo;Gran Chimu;La Libertad;7994;238.47;-7.5964;-78.4681
121201;Viru;Viru;La Libertad;71152;1072.95;-8.4156;-78.7511
121202;Chao;Viru;La Libertad;42779;1736.87;-8.5394;-78.6825
121203;Guadalupito;Viru;La Libertad;10166;404.72;-8.9519;-78.6258
130101;Chiclayo;Chiclayo;Lambayeque;298467;50.35;-6.7736;-79.8397
130102;Chongoyape;Chiclayo;Lambayeque;18101;712.0;-6.6428;-79.3842
130103;Eten;Chiclayo;Lambayeque;10599;84.78;-6.9072;-79.8644
130104;Eten Puerto;Chiclayo;Lambayeque;2160;14.48;-6.9269;-79.8664
130105;Lagunas;Chiclayo;Lambayeque;10436;429.27;-6.9911;-79.6244
130106;Monsefu;Chiclayo;Lambayeque;32314;44.94;-6.8786;-79.8714
130107;Nueva Arica;Chiclayo;Lambayeque;2331;208.63;-6.8731;-79.3386
130108;Oyotun;Chiclayo;Lambayeque;9879;455.4;-6.8458;-79.2981
130109;Picsi;Chiclayo;Lambayeque;9965;56.92;-6.7186;-79.7708
130110;Pimentel;Chiclayo;Lambayeque;46075;66.53;-6.8369;-79.9361
130111;Reque;Chiclayo;Lambayeque;15386;47.03;-6.8644;-79.8181
130112;Jose Leonardo Ortiz;Chiclayo;Lambayeque;199144;28.22;-6.7592;-79.8408
130113;Santa Rosa;Chiclayo;Lambayeque;13030;14.09;-6.88;-79.9231
130114;Saña;Chiclayo;Lambayeque;12397;313.9;-6.9233;-79.5839
130115;La Victoria;Chiclayo;Lambayeque;93069;29.36;-6.7883;-79.8367
130116;Cayalti;Chiclayo;Lambayeque;15915;162.86;-6.8917;-79.5617
130117;Patapo;Chiclayo;Lambayeque;22843;182.81;-6.7386;-79.6406
130118;Pomalca;Chiclayo;Lambayeque;25831;80.35;-6.7667;-79.7728
130119;Pucala;Chiclayo;Lambayeque;8958;175.81;-6.78;-79.6122
130120;Tuman;Chiclayo;Lambayeque;30713;130.34;-6.7478;-79.7017
130201;Ferreñafe;Ferreñafe;Lambayeque;35919;62.18;-6.6394;-79.7911
130202;Incahuasi;Ferreñafe;Lambayeque;15733;443.91;-6.2372;-79.315
130203;Cañaris;Ferreñafe;Lambayeque;14787;284.88;-6.0447;-79.2647
130204;Pitipo;Ferreñafe;Lambayeque;24214;558.18;-6.5664;-79.7808
130205;Pueblo Nuevo;Ferreñafe;Lambayeque;13619;28.88;-6.6367;-79.7947
130206;Manuel Antonio Mesones Muro;Ferreñafe;Lambayeque;4254;200.57;-6.6456;-79.7361
130301;Lambayeque;Lambayeque;Lambayeque;79914;330.73;-6.7006;-79.9072
130302;Chochope;Lambayeque;Lambayeque;1122;79.27;-6.1586;-79.6469
130303;Illimo;Lambayeque;Lambayeque;9415;24.37;-6.4733;-79.8531
130304;Jayanca;Lambayeque;Lambayeque;18039;680.96;-6.3881;-79.8211
130305;Mochumi;Lambayeque;Lambayeque;19467;103.7;-6.5467;-79.8647
130306;Morrope;Lambayeque;Lambayeque;47455;1041.66;-6.54;-80.0128
130307;Motupe;Lambayeque;Lambayeque;26985;557.37;-6.1536;-79.7153
130308;Olmos;Lambayeque;Lambayeque;41587;5583.47;-5.9883;-79.75
130309;Pacora;Lambayeque;Lambayeque;7299;87.79;-6.4275;-79.84
130310;Salas;Lambayeque;Lambayeque;13056;991.8;-6.2736;-79.6044
130311;San Jose;Lambayeque;Lambayeque;16851;46.73;-6.7703;-79.9686
130312;Tucume;Lambayeque;Lambayeque;23288;67.0;-6.5097;-79.8594
140101;Lima;Lima;Lima;269858;21.98;-12.0467;-77.0322
140102;Ancon;Lima;Lima;42124;285.45;-11.7764;-77.1703
140103;Ate;Lima;Lima;672160;77.72;-12.0256;-76.9242
140104;Breña;Lima;Lima;75882;3.22;-12.0567;-77.0536
140105;Carabayllo;Lima;Lima;322936;303.31;-11.8583;-77.0419
140106;Comas;Lima;Lima;545685;48.75;-11.95;-77.05
140107;Chaclacayo;Lima;Lima;44890;39.5;-11.9783;-76.7642
140108;Chorrillos;Lima;Lima;341322;38.94;-12.1742;-77.0247
140109;La Victoria;Lima;Lima;169270;8.74;-12.0653;-77.0308
140110;La Molina;Lima;Lima;182603;65.75;-12.0875;-76.9339
140111;Lince;Lima;Lima;49833;3.03;-12.0811;-77.0306
140112;Lurigancho;Lima;Lima;232902;236.47;-11.9372;-76.7036
140113;Lurin;Lima;Lima;90818;180.26;-12.2686;-76.8847
140114;Magdalena del Mar;Lima;Lima;55786;3.61;-12.0967;-77.0747
140115;Miraflores;Lima;Lima;82898;9.62;-12.1175;-77.0453
140116;Pachacamac;Lima;Lima;139067;160.23;-12.2286;-76.8597
140117;Pueblo Libre;Lima;Lima;77322;4.38;-12.0733;-77.0631
140118;Pucusana;Lima;Lima;18284;37.39;-12.4825;-76.7964
140119;Puente Piedra;Lima;Lima;378910;72.81;-11.8464;-77.1058
140120;Punta Hermosa;Lima;Lima;8104;119.5;-12.3375;-76.8258
140121;Punta Negra;Lima;Lima;8500;130.5;-12.3661;-76.7947
140122;Rimac;Lima;Lima;165451;11.87;-12.0294;-77.0436
140123;San Bartolo;Lima;Lima;8200;45.01;-12.3883;-76.7806
140124;San Isidro;Lima;Lima;54298;11.1;-12.0989;-77.0344
140125;Barranco;Lima;Lima;29424;3.33;-12.1494;-77.0247
140126;San Martin de Porres;Lima;Lima;741417;36.82;-12.0303;-77.0469
140127;San Miguel;Lima;Lima;139399;10.72;-12.09;-77.0864
140128;Santa Maria del Mar;Lima;Lima;1721;9.81;-12.4092;-76.7758
140129;Santa Rosa;Lima;Lima;20112;21.35;-11.7983;-77.1775
140130;Santiago de Surco;Lima;Lima;363183;35.89;-12.1506;-77.0078
140131;Surquillo;Lima;Lima;92908;3.46;-12.1136;-77.0081
140132;Villa Maria del Triunfo;Lima;Lima;473036;70.57;-12.1572;-76.9528
140133;Jesus Maria;Lima;Lima;72804;4.57;-12.0697;-77.045
140134;Independencia;Lima;Lima;223827;14.56;-12.0008;-77.0522
140135;El Agustino;Lima;Lima;198366;12.54;-12.0433;-76.9986
140136;San Juan de Miraflores;Lima;Lima;422389;22.97;-12.1589;-76.9722
140137;San Juan de Lurigancho;Lima;Lima;1156300;131.25;-12.0244;-77.0025
140138;San Luis;Lima;Lima;59377;3.49;-12.0728;-76.9975
140139;Cieneguilla;Lima;Lima;50486;240.33;-12.1178;-76.8125
140140;San Borja;Lima;Lima;114479;9.96;-12.1078;-76.9989
140141;Villa El Salvador;Lima;Lima;489583;35.46;-12.2164;-76.9433
140142;Los Olivos;Lima;Lima;390742;18.25;-11.9828;-77.0694
140143;Santa Anita;Lima;Lima;242026;10.69;-12.0433;-76.985
140201;Cajatambo;Cajatambo;Lima;2260;567.96;-10.4722;-76.9939
140205;Copa;Cajatambo;Lima;803;212.16;-10.3856;-77.0789
140206;Gorgor;Cajatambo;Lima;2774;309.95;-10.6214;-77.0389
140207;Huancapon;Cajatambo;Lima;982;146.1;-10.5483;-77.1128
140208;Manas;Cajatambo;Lima;982;279.04;-10.5953;-77.1669
140301;Canta;Canta;Lima;2900;123.09;-11.4675;-76.6231
140302;Arahuay;Canta;Lima;796;134.29;-11.6222;-76.6731
140303;Huamantanga;Canta;Lima;1349;488.09;-11.4997;-76.7489
140304;Huaros;Canta;Lima;785;333.45;-11.4058;-76.5761
140305;Lachaqui;Canta;Lima;904;137.87;-11.5567;-76.6244
140306;San Buenaventura;Canta;Lima;567;106.26;-11.4897;-76.6631
140307;Santa Rosa de Quives;Canta;Lima;8388;408.11;-11.6928;-76.8444
140401;San Vicente de Cañete;Cañete;Lima;58091;513.15;-13.0825;-76.3883
140402;Calango;Cañete;Lima;2434;530.89;-12.5256;-76.5433
140403;Cerro Azul;Cañete;Lima;8489;105.08;-13.0267;-76.4794
140404;Coayllo;Cañete;Lima;1097;590.99;-12.7258;-76.4606
140405;Chilca;Cañete;Lima;16350;475.47;-12.5172;-76.7361
140406;Imperial;Cañete;Lima;41037;53.16;-13.0608;-76.35
140407;Lunahuana;Cañete;Lima;4921;500.33;-12.9597;-76.1392
140408;Mala;Cañete;Lima;35929;129.31;-12.6553;-76.63
140409;Nuevo Imperial;Cañete;Lima;24623;329.3;-13.0742;-76.3158
140410;Pacaran;Cañete;Lima;1842;258.72;-12.8636;-76.0519
140411;Quilmana;Cañete;Lima;15823;437.4;-12.95;-76.3828
140412;San Antonio;Cañete;Lima;4371;37.15;-12.6431;-76.65
140413;San Luis;Cañete;Lima;13420;38.53;-13.0508;-76.4294
140414;Santa Cruz de Flores;Cañete;Lima;2898;100.06;-12.6194;-76.6397
140415;Zuñiga;Cañete;Lima;1912;198.01;-12.8581;-76.0225
140416;Asia;Cañete;Lima;9902;277.36;-12.7789;-76.5572
140501;Huacho;Huaura;Lima;60196;717.02;-11.1069;-77.61
140502;Ambar;Huaura;Lima;2761;929.68;-10.7572;-77.2694
140504;Caleta de Carquin;Huaura;Lima;7055;2.04;-11.0917;-77.6278
140505;Checras;Huaura;Lima;1864;166.37;-10.935;-76.8336
140506;Hualmay;Huaura;Lima;29448;5.81;-11.1014;-77.61
140507;Huaura;Huaura;Lima;36793;484.43;-11.0692;-77.6003
140508;Leoncio Prado;Huaura;Lima;2004;300.13;-11.0586;-76.9308
140509;Paccho;Huaura;Lima;2225;229.25;-10.9567;-76.9336
140511;Santa Leonor;Huaura;Lima;1462;375.49;-10.9483;-76.7447
140512;Santa Maria;Huaura;Lima;35132;127.51;-11.0883;-77.5883
140513;Sayan;Huaura;Lima;24941;1310.77;-11.1364;-77.1917
140516;Vegueta;Huaura;Lima;23091;253.7;-11.0225;-77.6425
140601;Matucana;Huarochiri;Lima;3584;179.44;-11.8458;-76.3878
140602;Antioquia;Huarochiri;Lima;1246;387.98;-12.0814;-76.5133
140603;Callahuanca;Huarochiri;Lima;4357;57.47;-11.8275;-76.6203
140604;Carampoma;Huarochiri;Lima;1907;234.21;-11.6561;-76.5181
140605;San Pedro de Casta;Huarochiri;Lima;1325;79.91;-11.7583;-76.5989
140606;Cuenca;Huarochiri;Lima;397;60.02;-12.1336;-76.4378
140607;Chicla;Huarochiri;Lima;7881;244.1;-11.7078;-76.2711
140608;Huanza;Huarochiri;Lima;2851;227.01;-11.6561;-76.5069
140609;Huarochiri;Huarochiri;Lima;1251;249.09;-12.1381;-76.2344
140610;Lahuaytambo;Huarochiri;Lima;651;81.88;-12.0969;-76.3911
140611;Langa;Huarochiri;Lima;822;80.99;-12.1253;-76.4233
140612;Mariatana;Huarochiri;Lima;1325;168.63;-12.2378;-76.3261
140613;Ricardo Palma;Huarochiri;Lima;6358;34.59;-11.925;-76.6617
140614;San Andres de Tupicocha;Huarochiri;Lima;1272;83.35;-12.0008;-76.4778
140615;San Antonio;Huarochiri;Lima;5785;563.59;-11.7439;-76.6519
140616;San Bartolome;Huarochiri;Lima;2409;43.91;-11.9114;-76.5275
140617;San Damian;Huarochiri;Lima;1137;343.22;-12.0178;-76.3936
140618;Sangallaya;Huarochiri;Lima;569;81.92;-12.1606;-76.2297
140619;San Juan de Tantaranche;Huarochiri;Lima;477;137.16;-12.1136;-76.185
140620;San Lorenzo de Quinti;Huarochiri;Lima;1547;467.58;-12.1453;-76.2133
140621;San Mateo;Huarochiri;Lima;5120;425.6;-11.7589;-76.3031
140622;San Mateo de Otao;Huarochiri;Lima;1599;123.91;-11.8686;-76.5475
140623;San Pedro de Huancayre;Huarochiri;Lima;248;41.75;-12.1311;-76.2186
140624;Santa Cruz de Cocachacra;Huarochiri;Lima;2541;41.5;-11.9108;-76.5406
140625;Santa Eulalia;Huarochiri;Lima;12476;111.12;-11.9106;-76.6656
140626;Santiago de Anchucaya;Huarochiri;Lima;526;94.01;-12.0961;-76.2325
140627;Santiago de Tuna;Huarochiri;Lima;762;54.25;-11.985;-76.5275
140628;Santo Domingo de los Olleros;Huarochiri;Lima;5026;552.32;-12.2203;-76.5161
140629;Surco;Huarochiri;Lima;1973;102.58;-11.885;-76.4425
140630;Huachupampa;Huarochiri;Lima;3003;76.02;-11.7228;-76.59
140631;Laraos;Huarochiri;Lima;2452;104.51;-11.6647;-76.5422
140632;San Juan de Iris;Huarochiri;Lima;1891;124.31;-11.6847;-76.5275
140701;Yauyos;Yauyos;Lima;2905;327.17;-12.46;-75.9217
140702;Alis;Yauyos;Lima;1233;142.06;-12.2803;-75.7864
140703;Ayauca;Yauyos;Lima;2293;438.79;-12.5922;-76.0367
140704;Ayaviri;Yauyos;Lima;675;238.83;-12.3825;-76.1389
140705;Azangaro;Yauyos;Lima;519;79.84;-12.9994;-75.8367
140706;Cacra;Yauyos;Lima;383;213.79;-12.8119;-75.7828
140707;Carania;Yauyos;Lima;378;122.13;-12.3444;-75.8717
140708;Cochas;Yauyos;Lima;449;27.73;-12.2964;-76.1589
140709;Colonia;Yauyos;Lima;1288;323.96;-12.6319;-75.8906
140710;Chocos;Yauyos;Lima;1236;213.37;-12.9133;-75.8631
140711;Huampara;Yauyos;Lima;175;54.03;-12.3608;-76.1661
140712;Huancaya;Yauyos;Lima;1424;283.6;-12.2028;-75.7992
140713;Huangascar;Yauyos;Lima;549;50.46;-12.8997;-75.8311
140714;Huantan;Yauyos;Lima;943;516.35;-12.4572;-75.8106
140715;Huañec;Yauyos;Lima;485;37.54;-12.2939;-76.1386
140716;Laraos;Yauyos;Lima;725;402.85;-12.3456;-75.7856
140717;Lincha;Yauyos;Lima;966;221.22;-12.8;-75.6658
140718;Miraflores;Yauyos;Lima;447;226.24;-12.2747;-75.8536
140719;Omas;Yauyos;Lima;562;295.35;-12.5172;-76.2903
140720;Quinches;Yauyos;Lima;961;113.33;-12.3075;-76.1422
140721;Quinocay;Yauyos;Lima;530;153.13;-12.3642;-76.2264
140722;San Joaquin;Yauyos;Lima;452;41.24;-12.2844;-76.1464
140723;San Pedro de Pilas;Yauyos;Lima;364;97.39;-12.4544;-76.2267
140724;Tanta;Yauyos;Lima;504;347.15;-12.1214;-76.0122
140725;Tauripampa;Yauyos;Lima;405;530.86;-12.6156;-76.16
140726;Tupe;Yauyos;Lima;648;321.15;-12.7403;-75.8089
140727;Tomas;Yauyos;Lima;1151;297.93;-12.2372;-75.7461
